Student id, % Result, Total Movements, Avg t to Answering, Avg t to Reviewg, Num Q Gussed, Num Q Uncertin, Num Q Ans Changed, % Q Answered, Avg Q Visits Before Final Ans, Num Skips,Avg t Correct Ans, Avg t Wrong Ans,Num W to R,Num R to W,Num W to W 
157,82.22,428, 00:00:48, 00:00:48.6666667,13,3,14,100,0.260869565,1, 00:01:22.5000000, 00:00:40.5405405,10,3,2
158,68.89,161, 00:01:22.6666667, 00:00:12.6666667,14,14,7,100,0.639344262,35, 00:01:53.5714286, 00:01:08.7096774,2,4,1
159,72.22,357, 00:00:44.6666667, 00:00:48,18,3,13,100,0.185185185,2, 00:00:43.2000000, 00:00:45.2307692,10,3,1
160,78.89,504, 00:00:42.6666667, 00:00:54,22,4,14,100,0.471698113,13, 00:01:00, 00:00:38.0281690,9,6,3
161,62.22,495, 00:01:04, 00:00:33.3333333,14,5,20,100,0.646153846,16, 00:01:26.4705882, 00:00:50.3571429,11,5,10
162,57.78,409, 00:01:06, 00:00:36.6666667,13,7,14,100,0.338235294,4, 00:01:14.2105263, 00:01:00,12,4,7
163,88.89,349, 00:00:57.3333333, 00:00:38.6666667,12,2,11,100,0.288135593,11, 00:00:36, 00:01:00,13,0,0
164,92.22,819, 00:00:46, 00:00:53.3333333,18,1,15,100,1.828125,55, 00:01:08.5714286, 00:00:44.0963855,20,4,2
165,74.44,402, 00:00:38, 00:00:30,19,3,12,100,0.413043478,1, 00:00:57.3913043, 00:00:31.3432836,8,2,4
166,71.11,310, 00:01:01.3333333, 00:00:30,6,3,8,100,0.055555556,2, 00:01:09.2307692, 00:00:58.1250000,8,2,1
167,84.44,441, 00:00:47.3333333, 00:00:50,16,3,4,100,0.5,16, 00:02:00, 00:00:33.9473684,3,1,5
168,78.89,441, 00:00:42.6666667, 00:00:46,19,1,10,100,0.243243243,5, 00:00:47.3684211, 00:00:41.4084507,6,4,2
169,84.44,455, 00:00:48.6666667, 00:00:50.6666667,16,3,12,100,0.219512195,7, 00:01:42.8571429, 00:00:38.6842105,11,4,2
170,81.11,401, 00:00:40.6666667, 00:00:49.3333333,18,1,8,100,0.137931034,6, 00:01:03.5294118, 00:00:35.3424658,6,1,1
171,70,628, 00:00:46.6666667, 00:00:58.6666667,21,3,19,100,1.174603175,37, 00:01:24.4444444, 00:00:30.4761905,8,9,5
172,73.33,423, 00:00:48.6666667, 00:00:48,20,4,8,100,0.339285714,13, 00:01:22.5000000, 00:00:36.3636364,9,3,1
173,77.78,451, 00:00:53.3333333, 00:00:43.3333333,21,3,11,100,0.692307692,22, 00:01:12, 00:00:48,8,2,4
174,78.89,387, 00:00:58.6666667, 00:00:53.3333333,21,7,18,100,0.480769231,5, 00:01:56.8421053, 00:00:43.0985915,13,7,4
175,87.78,405, 00:00:40.6666667, 00:00:49.3333333,18,1,8,100,0.403225806,22, 00:00:43.6363636, 00:00:40.2531646,8,1,0
176,72.22,153, 00:01:17.3333333, 00:00:08,9,9,4,100,0.105263158,3, 00:01:52.8000000, 00:01:03.6923077,1,3,2
177,90,369, 00:00:44.6666667, 00:00:50.6666667,15,1,11,100,0.482142857,16, 00:01:20, 00:00:40.7407407,7,5,2
178,87.78,319, 00:00:54.6666667, 00:00:30.6666667,11,0,3,100,0.096774194,6, 00:01:00, 00:00:53.9240506,3,0,0
179,66.67,386, 00:00:50.6666667, 00:00:40.6666667,17,3,14,100,0.157894737,0, 00:01:08, 00:00:42,3,5,7
180,82.22,525, 00:00:41.3333333, 00:00:52.6666667,24,3,11,100,0.255813953,1, 00:00:45, 00:00:40.5405405,8,4,1
181,80,402, 00:00:37.3333333, 00:00:20.6666667,21,0,13,100,0.452830189,16, 00:00:56.6666667, 00:00:32.5000000,7,4,4
182,72.22,160, 00:01:19.3333333, 00:00:46,17,8,14,100,0.226415094,1, 00:02:48, 00:00:45.2307692,5,5,5
183,77.78,453, 00:00:44.6666667, 00:00:50,22,3,6,100,0.244897959,4, 00:01:15, 00:00:36,5,3,2
184,82.22,337, 00:00:52, 00:00:32.6666667,10,2,6,100,0.114285714,6, 00:01:22.5000000, 00:00:45.4054054,6,3,0
185,64.44,368, 00:00:36, 00:00:22,22,1,11,100,0.491525424,14, 00:00:45, 00:00:31.0344828,7,3,3
186,86.67,571, 00:00:38.6666667, 00:00:55.3333333,23,1,11,100,0.591836735,13, 00:01:00, 00:00:35.3846154,11,2,0
187,88.89,459, 00:00:42.6666667, 00:00:56.6666667,20,2,4,100,0.513513514,4, 00:01:18, 00:00:38.2500000,5,2,0
188,56.67,474, 00:00:56, 00:00:38,13,2,12,100,0.318181818,4, 00:00:58.4615385, 00:00:54.1176471,7,2,7
189,74.44,332, 00:00:46, 00:00:19.3333333,17,0,3,100,0.666666667,38, 00:01:10.4347826, 00:00:37.6119403,1,1,1
190,76.67,359, 00:00:31.3333333, 00:00:20,21,0,11,100,0.191489362,2, 00:00:40, 00:00:28.6956522,7,2,4
191,81.11,425, 00:00:55.3333333, 00:00:50.6666667,16,3,17,100,0.344827586,6, 00:01:28.2352941, 00:00:47.6712329,13,2,3
192,87.78,560, 00:00:46.6666667, 00:00:58,21,3,14,100,0.359375,2, 00:01:38.1818182, 00:00:39.4936709,18,2,4
193,71.11,292, 00:01:16, 00:00:14,5,8,2,100,0.042253521,0, 00:01:20.7692308, 00:01:14.0625000,1,1,1
194,61.11,340, 00:01:20, 00:00:15.3333333,6,11,8,100,0.611111111,37, 00:01:41.1428571, 00:01:06.5454545,2,7,3
195,70,163, 00:01:14.6666667, 00:00:40,18,10,12,100,0.576923077,11, 00:02:06.6666667, 00:00:52.3809524,4,5,6
196,87.78,386, 00:00:46, 00:00:47.3333333,22,4,7,100,0.264150943,10, 00:01:21.8181818, 00:00:41.0126582,5,2,0
197,81.11,438, 00:00:40, 00:00:52.6666667,22,0,17,100,0.352941176,2, 00:01:17.6470588, 00:00:31.2328767,12,5,5
198,85.56,460, 00:01:01.3333333, 00:00:26.6666667,9,4,3,100,0.641791045,39, 00:01:46.1538462, 00:00:53.7662338,3,2,1
199,86.67,505, 00:00:50.6666667, 00:00:53.3333333,18,4,20,100,0.547169811,5, 00:01:25, 00:00:45.3846154,14,4,4
200,78.89,351, 00:00:51.3333333, 00:00:18.6666667,11,1,5,100,0.050847458,0, 00:01:28.4210526, 00:00:41.4084507,1,4,1
202,84.44,144, 00:01:17.3333333, 00:00:10,12,11,2,100,0.54,25, 00:02:12.8571429, 00:01:07.1052632,1,0,1
203,87.78,373, 00:00:53.3333333, 00:00:38.6666667,13,1,3,100,0.145454545,4, 00:01:54.5454545, 00:00:44.8101266,0,3,2
204,70,577, 00:00:50, 00:00:43.3333333,17,2,8,100,0.918032787,44, 00:01:06.6666667, 00:00:42.8571429,2,4,2
205,76.67,454, 00:00:49.3333333, 00:00:50,24,4,8,100,0.372093023,5, 00:01:57.1428571, 00:00:28.6956522,1,4,7
206,62.22,526, 00:00:58.6666667, 00:00:26,15,4,7,100,1.565217391,101, 00:01:05.2941176, 00:00:54.6428571,4,2,2
207,61.11,374, 00:00:36.6666667, 00:00:29.3333333,24,0,13,100,0.416666667,2, 00:00:54.8571429, 00:00:25.0909091,5,9,6
209,88.89,531, 00:00:28, 00:01:06.6666667,26,1,9,100,0.571428571,6, 00:00:36, 00:00:27,10,2,0
210,72.22,406, 00:00:48.6666667, 00:00:45.3333333,13,0,14,100,0.275862069,5, 00:01:02.4000000, 00:00:43.3846154,8,6,2
211,80,112, 00:00:48, 00:00:08,14,2,6,100,0.823529412,6, 00:01:20, 00:00:40,2,2,2
212,80,162, 00:00:58, 00:00:18.6666667,13,7,8,100,0.236363636,2, 00:01:53.3333333, 00:00:44.1666667,4,4,3
213,68.89,497, 00:00:58, 00:00:41.3333333,8,3,13,100,0.783333333,27, 00:01:23.5714286, 00:00:46.4516129,8,5,4
214,84.44,560, 00:00:39.3333333, 00:01:01.3333333,28,2,16,100,0.9,15, 00:01:08.5714286, 00:00:33.9473684,12,3,4
215,75.56,484, 00:01:02, 00:00:54.6666667,19,6,13,100,0.851851852,11, 00:02:16.3636364, 00:00:37.9411765,10,6,9
216,63.33,412, 00:00:37.3333333, 00:00:31.3333333,26,2,14,100,0.4,5, 00:00:49.0909091, 00:00:30.5263158,5,6,5
217,68.89,218, 00:01:08, 00:00:32,4,3,13,100,1.2,7, 00:01:25.7142857, 00:01:00,5,3,5
218,80,378, 00:00:54.6666667, 00:00:34.6666667,20,2,8,100,0.233333333,10, 00:01:30, 00:00:45.8333333,5,2,1
219,77.78,359, 00:00:44, 00:00:46.6666667,20,2,16,100,0.20754717,5, 00:00:57, 00:00:40.2857143,13,3,1
220,73.33,466, 00:01:20.6666667, 00:00:10,8,6,2,100,1.933333333,143, 00:01:42.5000000, 00:01:12.7272727,1,1,0
221,61.11,350, 00:00:43.3333333, 00:00:23.3333333,17,1,11,100,0.457627119,25, 00:00:48, 00:00:40.3636364,5,4,3
222,83.33,166, 00:01:21.3333333, 00:00:33.3333333,16,8,8,100,0.377358491,9, 00:02:04, 00:01:12.8000000,8,3,3
223,76.67,385, 00:00:44.6666667, 00:00:48.6666667,16,2,12,100,0.25,8, 00:01:02.8571429, 00:00:39.1304348,5,6,2
224,84.44,417, 00:00:44.6666667, 00:00:53.3333333,15,2,12,100,0.6,24, 00:01:08.5714286, 00:00:40.2631579,14,1,2
225,84.44,350, 00:00:31.3333333, 00:00:24.6666667,24,1,3,100,0.15,1, 00:01:00, 00:00:26.0526316,1,3,0
226,60,400, 00:01:14, 00:00:26,7,5,14,100,0.541666667,28, 00:01:41.6666667, 00:00:55.5555556,9,4,10
227,85.56,305, 00:00:56.6666667, 00:00:35.3333333,14,3,8,100,0.047619048,1, 00:01:23.0769231, 00:00:52.2077922,10,2,3
228,52.22,189, 00:01:08.6666667, 00:00:24.6666667,6,6,11,100,0.681818182,1, 00:01:15.3488372, 00:01:02.5531915,4,4,4
229,77.78,431, 00:00:43.3333333, 00:00:30.6666667,19,4,8,100,0.716981132,31, 00:00:54, 00:00:40.2857143,6,2,2
230,73.33,509, 00:00:47.3333333, 00:00:48.6666667,22,3,9,100,0.509433962,10, 00:01:12.5000000, 00:00:38.1818182,6,2,4
231,93.33,421, 00:00:34, 00:00:42,23,0,2,100,0.063829787,1, 00:01:40, 00:00:29.2857143,1,1,0
232,67.78,308, 00:00:45.3333333, 00:00:23.3333333,13,0,11,100,0.150943396,3, 00:00:49.6551724, 00:00:43.2786885,6,3,5
233,72.22,313, 00:00:58, 00:00:33.3333333,8,2,13,100,0.265625,16, 00:01:26.4000000, 00:00:47.0769231,10,3,4
234,50,548, 00:00:44.6666667, 00:00:36,25,1,18,100,2.103448276,70, 00:01:02.6666667, 00:00:26.6666667,7,8,16
235,78.89,291, 00:01:04.6666667, 00:00:28.6666667,10,2,8,100,0.13559322,4, 00:01:44.2105263, 00:00:54.0845070,5,3,4
236,81.11,354, 00:00:48, 00:00:41.3333333,17,1,9,100,0.083333333,4, 00:00:45.8823529, 00:00:48.4931507,6,4,0
237,76.67,257, 00:00:55.3333333, 00:00:06,10,1,2,100,0.112903226,6, 00:01:28.5714286, 00:00:45.2173913,0,1,1
238,62.22,411, 00:00:57.3333333, 00:00:51.3333333,15,4,23,98.88888889,0.631578947,23, 00:01:21.1764706, 00:00:42.8571429,13,8,10
239,65.56,360, 00:00:40, 00:00:30,20,2,21,100,0.301886792,4, 00:00:52.2580645, 00:00:33.5593220,10,6,7
240,82.22,274, 00:00:44, 00:00:13.3333333,18,1,5,100,0.186440678,11, 00:00:41.2500000, 00:00:44.5945946,1,3,2
241,78.89,257, 00:00:44.6666667, 00:00:14.6666667,13,1,7,100,0.053571429,2, 00:01:00, 00:00:40.5633803,3,1,3
242,62.22,473, 00:01:04.6666667, 00:00:31.3333333,11,3,14,100,0.207317073,3, 00:01:14.1176471, 00:00:58.9285714,6,6,7
243,84.44,503, 00:00:50.6666667, 00:00:59.3333333,18,5,10,100,0.321428571,8, 00:01:12.8571429, 00:00:46.5789474,10,0,2
244,77.78,99, 00:00:50, 00:00:00.6666667,10,1,1,100,0.5,3, 00:01:12, 00:00:43.7142857,0,1,0
245,57.78,521, 00:00:54.6666667, 00:00:49.3333333,15,5,21,100,0.803278689,25, 00:01:07.8947368, 00:00:45,12,3,13
246,54.44,355, 00:01:13.3333333, 00:00:18,8,5,7,100,0.493333333,31, 00:01:21.9512195, 00:01:06.1224490,2,1,5
247,87.78,718, 00:00:30, 00:01:05.3333333,30,0,10,100,0.790697674,10, 00:00:54.5454545, 00:00:26.5822785,10,1,5
248,78.89,265, 00:00:46, 00:00:21.3333333,15,0,18,100,0.064516129,4, 00:01:00, 00:00:42.2535211,14,1,4
249,60,492, 00:00:54.6666667, 00:00:43.3333333,20,4,14,100,0.905660377,25, 00:01:11.6666667, 00:00:43.3333333,7,5,6
250,63.33,355, 00:00:57.3333333, 00:00:44,19,3,16,100,0.396825397,10, 00:01:20, 00:00:44.2105263,9,7,5
251,80,334, 00:00:48.6666667, 00:00:17.3333333,15,2,12,100,0.206896552,4, 00:00:53.3333333, 00:00:47.5000000,8,4,1
252,80,157, 00:01:14.6666667, 00:00:22.6666667,10,6,6,100,0.214285714,3, 00:02:23.3333333, 00:00:57.5000000,1,4,4
253,84.44,407, 00:00:48, 00:00:50,16,0,15,100,0.431034483,6, 00:00:47.1428571, 00:00:48.1578947,13,3,3
254,72.22,439, 00:00:50, 00:00:46,16,1,14,100,0.457142857,25, 00:00:55.2000000, 00:00:48,11,3,3
255,78.89,378, 00:00:45.3333333, 00:00:20,13,1,7,100,0.163636364,5, 00:01:09.4736842, 00:00:38.8732394,4,3,1
256,75.56,439, 00:01:04, 00:00:32.6666667,9,4,11,100,0.566666667,27, 00:01:43.6363636, 00:00:51.1764706,6,4,1
257,71.11,369, 00:00:46, 00:00:25.3333333,20,1,11,100,0.612244898,24, 00:01:06.9230769, 00:00:37.5000000,7,2,3
258,72.22,355, 00:00:43.3333333, 00:00:22,16,4,6,100,0.703703704,34, 00:01:09.6000000, 00:00:33.2307692,5,3,2
259,75.56,586, 00:01:01.3333333, 00:00:38,13,6,8,100,1.169230769,59, 00:01:32.7272727, 00:00:51.1764706,8,0,1
260,67.78,346, 00:01:08.6666667, 00:00:27.3333333,13,4,7,100,0.094117647,6, 00:01:26.8965517, 00:01:00,5,4,2
261,80,382, 00:00:50, 00:00:40,16,2,11,100,0.192771084,9, 00:01:10, 00:00:45,4,5,2
262,74.44,159, 00:01:22.6666667, 00:00:22.6666667,9,8,10,100,0.111111111,1, 00:01:28.6956522, 00:01:20.5970149,8,1,4
263,80,168, 00:01:24.6666667, 00:00:09.3333333,2,4,7,100,0.088235294,2, 00:01:36.6666667, 00:01:21.6666667,5,2,1
264,63.33,324, 00:01:12.6666667, 00:00:23.3333333,10,5,10,100,0.149253731,3, 00:01:34.5454545, 00:01:00,8,2,1
265,86.67,484, 00:00:47.3333333, 00:00:52,16,2,9,100,0.267857143,11, 00:01:10, 00:00:43.8461538,9,2,3
266,77.78,380, 00:00:34, 00:00:34,24,1,8,100,0.411764706,21, 00:00:45, 00:00:30.8571429,6,1,1
267,83.33,434, 00:00:54, 00:00:38,13,1,11,100,0.603174603,24, 00:00:56, 00:00:53.6000000,7,2,2
268,77.78,283, 00:01:07.3333333, 00:00:24,12,6,6,100,0.084507042,4, 00:01:24, 00:01:02.5714286,4,2,1
269,74.44,307, 00:00:48, 00:00:42,11,2,5,100,0.049180328,2, 00:01:10.4347826, 00:00:40.2985075,4,1,0
270,77.78,347, 00:00:45.3333333, 00:00:20.6666667,13,2,5,100,0.178571429,5, 00:01:06, 00:00:39.4285714,5,0,0
271,68.89,459, 00:00:50.6666667, 00:00:42.6666667,14,0,19,100,0.241935484,8, 00:00:51.4285714, 00:00:50.3225806,11,6,7
272,70,215, 00:01:02, 00:00:25.3333333,10,5,4,100,0.764705882,9, 00:01:31.1111111, 00:00:49.5238095,1,0,3
273,86.67,413, 00:00:43.3333333, 00:00:52,15,1,11,100,0.096774194,0, 00:00:55, 00:00:41.5384615,8,2,2
274,81.11,405, 00:00:38.6666667, 00:00:58,24,3,9,100,0.215686275,7, 00:01:10.5882353, 00:00:31.2328767,6,2,5
275,75.56,153, 00:01:24.6666667, 00:00:12,6,11,5,100,0.271186441,13, 00:02:02.7272727, 00:01:12.3529412,2,2,1
276,86.67,273, 00:00:57.3333333, 00:00:14,12,2,7,100,0.131147541,5, 00:01:25, 00:00:53.0769231,4,2,1
277,68.89,363, 00:01:08.6666667, 00:00:20,12,5,12,100,0.261538462,10, 00:01:42.8571429, 00:00:53.2258065,6,3,6
278,81.11,428, 00:00:36.6666667, 00:00:56,23,2,14,100,0.23255814,3, 00:01:00, 00:00:31.2328767,8,2,5
279,90,580, 00:00:38, 00:01:06.6666667,28,4,10,100,0.833333333,9, 00:02:46.6666667, 00:00:23.7037037,5,5,4
280,67.78,334, 00:00:49.3333333, 00:00:25.3333333,14,3,10,100,0.220338983,4, 00:01:14.4827586, 00:00:37.3770492,6,4,7
281,73.33,323, 00:00:59.3333333, 00:00:40.6666667,15,4,17,100,0.518518519,6, 00:01:22.5000000, 00:00:50.9090909,8,6,6
282,83.33,385, 00:00:58, 00:00:56.6666667,21,4,24,100,0.578947368,15, 00:00:48, 00:01:00,21,5,3
283,75.56,360, 00:00:57.3333333, 00:00:40,8,4,13,100,0.147540984,3, 00:01:08.1818182, 00:00:53.8235294,10,3,3
284,88.89,391, 00:00:40.6666667, 00:00:26,15,0,6,100,0.245283019,8, 00:01:18, 00:00:36,2,3,2
285,78.89,307, 00:01:08.6666667, 00:00:22.6666667,11,5,6,100,0.214285714,12, 00:01:37.8947368, 00:01:00.8450704,8,1,1
286,80,154, 00:01:00.6666667, 00:00:08,12,1,5,100,0.113207547,3, 00:01:16.6666667, 00:00:56.6666667,5,0,2
287,72.22,163, 00:01:20.6666667, 00:00:14.6666667,7,8,7,100,0.396551724,17, 00:02:04.8000000, 00:01:03.6923077,2,2,4
288,68.89,516, 00:00:44.6666667, 00:00:50,18,4,13,100,0.472727273,14, 00:00:47.1428571, 00:00:43.5483871,8,4,3
289,83.33,394, 00:01:06, 00:00:22,11,5,5,100,0.371428571,24, 00:02:16, 00:00:52,3,1,1
290,66.67,386, 00:00:47.3333333, 00:00:44.6666667,18,3,16,100,0.107692308,5, 00:01:12, 00:00:35,15,3,1
291,76.67,337, 00:00:50.6666667, 00:00:46,10,1,17,100,0.090909091,2, 00:01:00, 00:00:47.8260870,14,3,2
292,76.67,410, 00:01:28.6666667, 00:00:25.3333333,0,5,11,100,0.414634146,21, 00:01:37.1428571, 00:01:26.0869565,10,6,2
293,61.11,338, 00:01:06.6666667, 00:00:20.6666667,11,5,2,100,0.268656716,14, 00:01:36, 00:00:48,1,0,2
294,71.11,451, 00:01:00, 00:00:44,18,4,17,100,1.076923077,33, 00:01:25.3846154, 00:00:49.6875000,9,4,6
295,77.78,338, 00:01:11.3333333, 00:00:14.6666667,7,5,3,100,0.738461538,47, 00:01:51, 00:01:00,3,0,0
296,80,243, 00:01:07.3333333, 00:00:21.3333333,4,3,8,100,0.947368421,6, 00:01:26.6666667, 00:01:02.5000000,5,2,1
297,82.22,148, 00:01:21.3333333, 00:00:39.3333333,14,9,10,100,0.518518519,18, 00:03:15, 00:00:56.7567568,5,5,0
298,74.44,451, 00:01:07.3333333, 00:00:36.6666667,14,7,19,100,1.409836066,81, 00:01:44.3478261, 00:00:54.6268657,11,7,5
299,83.33,310, 00:01:04.6666667, 00:00:24,2,1,9,100,0.209302326,18, 00:01:16, 00:01:02.4000000,8,0,3
300,76.67,298, 00:00:36, 00:00:28,23,0,10,100,0.215686275,4, 00:00:54.2857143, 00:00:30.4347826,8,4,3
301,76.67,430, 00:00:48, 00:00:50,19,5,16,100,0.406779661,9, 00:01:05.7142857, 00:00:42.6086957,11,4,4
302,68.89,417, 00:00:50.6666667, 00:00:40.6666667,13,4,13,100,0.274193548,3, 00:00:57.8571429, 00:00:47.4193548,6,4,4
303,74.44,357, 00:01:00.6666667, 00:00:48,16,5,16,100,0.2,10, 00:01:44.3478261, 00:00:45.6716418,12,6,5
304,73.33,177, 00:01:24, 00:00:04.6666667,5,6,8,100,0.144736842,6, 00:02:02.5000000, 00:01:10,2,4,4
305,77.78,366, 00:00:46, 00:00:56.6666667,23,4,15,100,0.603773585,21, 00:01:30, 00:00:33.4285714,12,5,3
306,67.78,168, 00:01:16.6666667, 00:00:01.3333333,2,6,1,100,0.131578947,10, 00:01:24.8275862, 00:01:12.7868852,1,0,0
307,87.78,357, 00:01:03.3333333, 00:00:38,14,4,12,100,0.226190476,10, 00:02:00, 00:00:55.4430380,11,0,2
308,64.44,323, 00:01:11.3333333, 00:00:16,6,3,6,100,0.134328358,4, 00:01:31.8750000, 00:01:00,2,1,3
309,76.67,373, 00:00:50, 00:00:51.3333333,15,3,14,100,0.444444444,4, 00:01:08.5714286, 00:00:44.3478261,10,5,3
310,75.56,399, 00:00:46, 00:00:36,18,1,16,100,0.114754098,5, 00:01:05.4545455, 00:00:39.7058824,13,4,4
311,68.89,387, 00:00:52, 00:00:39.3333333,18,2,12,100,0.166666667,7, 00:01:15, 00:00:41.6129032,10,2,1
312,85.56,169, 00:01:22, 00:00:30.6666667,11,9,10,100,0.203125,2, 00:04:00, 00:00:55.3246753,4,5,3
313,74.44,284, 00:00:39.3333333, 00:00:28.6666667,17,0,8,100,0.173076923,7, 00:01:00, 00:00:32.2388060,4,4,5
314,63.33,361, 00:00:40.6666667, 00:00:21.3333333,23,3,6,100,0.170212766,4, 00:00:56.3636364, 00:00:31.5789474,3,4,5
